Gene_ID	Gene_Name	Cross-validated R2	Number of Neigbors	Weights	P	Population
ENSG00000164611.8	PTTG1	-0.0539192864427686	31	uniform	1	AFA
ENSG00000182158.10	CREB3L2	-0.053916913802295	29	uniform	2	AFA
ENSG00000140263.9	SORD	-0.0539111872371482	19	uniform	1	AFA
ENSG00000128394.12	APOBEC3F	-0.0539078892523737	25	distance	3	AFA
ENSG00000106080.6	FKBP14	-0.0539042623612857	31	distance	3	AFA
ENSG00000111361.8	EIF2B1	-0.053903834286048	25	uniform	1	AFA
ENSG00000111361.8	EIF2B1	-0.053903834286048	25	uniform	1	AFA
ENSG00000236104.2	ZBTB22	-0.0538776734875347	31	uniform	3	AFA
ENSG00000119285.6	HEATR1	-0.0538732074225941	23	uniform	1	AFA
ENSG00000076944.10	STXBP2	-0.0538550960120639	31	uniform	3	AFA
ENSG00000196498.9	NCOR2	-0.0538429296427128	27	distance	1	AFA
ENSG00000182827.8	ACBD3	-0.0538312092459381	31	uniform	3	AFA
ENSG00000170525.14	PFKFB3	-0.0538186673332648	27	distance	3	AFA
ENSG00000197128.7	ZNF772	-0.0538082470682412	29	uniform	3	AFA
ENSG00000170921.10	TANC2	-0.0538024872779226	31	uniform	2	AFA
ENSG00000113369.4	ARRDC3	-0.0537878479396031	15	uniform	3	AFA
ENSG00000085872.10	CHERP	-0.0537672699220122	27	uniform	1	AFA
ENSG00000175110.7	MRPS22	-0.0537592753445363	31	uniform	1	AFA
ENSG00000198000.7	NOL8	-0.0537352935796614	21	distance	1	AFA
ENSG00000053918.11	KCNQ1	-0.053716646473339	29	distance	3	AFA
ENSG00000197903.6	HIST1H2BK	-0.0537123125779534	29	distance	3	AFA
ENSG00000011105.7	TSPAN9	-0.0536924942747444	31	uniform	3	AFA
ENSG00000116906.7	GNPAT	-0.0536716612162994	27	uniform	2	AFA
ENSG00000158863.17	FAM160B2	-0.0536674619536345	27	distance	2	AFA
ENSG00000139083.6	ETV6	-0.053642574774983	13	uniform	3	AFA
ENSG00000215695.1	RSC1A1	-0.0536411727819447	31	uniform	1	AFA
ENSG00000168081.4	PNOC	-0.0536296322600285	31	uniform	1	AFA
ENSG00000219481.6	NBPF1	-0.0536271653734453	27	uniform	3	AFA
ENSG00000221900.4	POM121L12	-0.0536139469781068	23	distance	1	AFA
ENSG00000077152.5	UBE2T	-0.0536099806601194	23	uniform	3	AFA
ENSG00000136689.14	IL1RN	-0.0535706537885018	27	uniform	2	AFA
ENSG00000256294.3	ZNF225	-0.0535665080921737	25	uniform	1	AFA
ENSG00000177084.12	POLE	-0.0535434387159265	27	uniform	3	AFA
ENSG00000169564.5	PCBP1	-0.053531208645299	31	uniform	2	AFA
ENSG00000073861.2	TBX21	-0.0534980782112248	31	uniform	2	AFA
ENSG00000015171.14	ZMYND11	-0.0534668392365427	27	uniform	3	AFA
ENSG00000100711.9	ZFYVE21	-0.0534577990726282	31	uniform	3	AFA
ENSG00000204371.7	EHMT2	-0.0534558883599749	31	distance	1	AFA
ENSG00000074855.6	ANO8	-0.0534414659202352	23	distance	1	AFA
ENSG00000079805.12	DNM2	-0.053425953223662	31	distance	2	AFA
ENSG00000119321.4	FKBP15	-0.053404365746074	31	uniform	1	AFA
ENSG00000104299.10	INTS9	-0.0533730591183617	23	distance	3	AFA
ENSG00000165209.14	STRBP	-0.053331042264266	29	uniform	2	AFA
ENSG00000065615.8	CYB5R4	-0.0533171858749639	31	uniform	3	AFA
ENSG00000104442.5	ARMC1	-0.0533171492316617	31	uniform	3	AFA
ENSG00000122042.9	UBL3	-0.053295028483565	29	uniform	3	AFA
ENSG00000079432.3	CIC	-0.0532937233594963	29	uniform	2	AFA
ENSG00000164306.6	CCDC111	-0.0532771608711462	31	uniform	1	AFA
ENSG00000111961.12	SASH1	-0.0532740358648884	31	uniform	3	AFA
ENSG00000183814.11	LIN9	-0.0532733310297858	29	distance	1	AFA
ENSG00000134014.12	ELP3	-0.053254030858375	31	uniform	3	AFA
ENSG00000169499.10	PLEKHA2	-0.0532538187379701	31	uniform	2	AFA
ENSG00000031081.6	ARHGAP31	-0.0532514036173044	29	uniform	2	AFA
ENSG00000136261.10	BZW2	-0.0532511027159737	27	uniform	3	AFA
ENSG00000185127.5	C6orf120	-0.0532460680577704	31	distance	1	AFA
ENSG00000141367.7	CLTC	-0.0532313366442727	25	uniform	1	AFA
ENSG00000105402.3	NAPA	-0.0532185631371263	31	uniform	1	AFA
ENSG00000144357.12	UBR3	-0.0531914180710886	23	distance	3	AFA
ENSG00000139323.9	POC1B	-0.0531836310750003	31	uniform	3	AFA
ENSG00000165355.7	FBXO33	-0.0531517287615153	31	uniform	1	AFA
ENSG00000173578.6	XCR1	-0.0531504991877257	31	distance	3	AFA
ENSG00000101473.12	ACOT8	-0.0531226393715373	9	uniform	2	AFA
ENSG00000084463.2	WBP11	-0.0531192961408683	25	uniform	1	AFA
ENSG00000178163.3	ZNF518B	-0.0531113686082981	31	uniform	2	AFA
ENSG00000114857.13	NKTR	-0.0530980993713676	31	uniform	1	AFA
ENSG00000170381.8	SEMA3E	-0.0530911744391801	31	uniform	3	AFA
ENSG00000092847.6	AGO1	-0.0530625024872371	29	distance	1	AFA
ENSG00000135469.9	COQ10A	-0.0530556390958166	27	uniform	2	AFA
ENSG00000115290.5	GRB14	-0.0530475288855184	31	uniform	3	AFA
ENSG00000126249.3	PDCD2L	-0.0530218760673377	21	distance	3	AFA
ENSG00000169385.2	RNASE2	-0.0530143716783819	31	uniform	1	AFA
ENSG00000188157.9	AGRN	-0.0530066192909789	23	distance	3	AFA
ENSG00000144815.9	NXPE3	-0.0529987728854101	29	uniform	3	AFA
ENSG00000197442.8	MAP3K5	-0.0529920609673876	25	uniform	3	AFA
ENSG00000167680.11	SEMA6B	-0.0529916714401475	31	uniform	1	AFA
ENSG00000178175.7	ZNF366	-0.0529780545673577	27	uniform	3	AFA
ENSG00000167397.10	VKORC1	-0.0529754108702309	25	uniform	2	AFA
ENSG00000090581.5	GNPTG	-0.0529247247431573	31	uniform	1	AFA
ENSG00000003147.13	ICA1	-0.0528851434745768	31	uniform	3	AFA
ENSG00000166527.3	CLEC4D	-0.0528797830566458	31	uniform	2	AFA
ENSG00000163219.7	ARHGAP25	-0.052878212001824	31	distance	3	AFA
ENSG00000143630.5	HCN3	-0.0528778613407389	25	uniform	1	AFA
ENSG00000105518.9	TMEM205	-0.0528724211160818	31	uniform	3	AFA
ENSG00000119650.8	IFT43	-0.0528284057944654	31	uniform	1	AFA
ENSG00000184009.5	ACTG1	-0.0528148199900602	29	uniform	1	AFA
ENSG00000096401.7	CDC5L	-0.05281084052826	21	uniform	1	AFA
ENSG00000267680.1	ZNF224	-0.0528081943805444	25	uniform	1	AFA
ENSG00000180720.6	CHRM4	-0.05280271956141	25	uniform	2	AFA
ENSG00000175216.10	CKAP5	-0.0527874021788713	27	uniform	3	AFA
ENSG00000105866.9	SP4	-0.0527506958992974	31	distance	1	AFA
ENSG00000131389.12	SLC6A6	-0.0527324548210013	27	uniform	3	AFA
ENSG00000240857.1	RDH14	-0.0527264965776713	31	distance	3	AFA
ENSG00000140396.8	NCOA2	-0.052663437564415	29	distance	1	AFA
ENSG00000139180.5	NDUFA9	-0.0526524890975283	13	distance	2	AFA
ENSG00000055917.11	PUM2	-0.0526334204203324	31	uniform	1	AFA
ENSG00000175643.7	RMI2	-0.0526151815582308	31	uniform	3	AFA
ENSG00000157350.8	ST3GAL2	-0.0525541048444995	25	uniform	1	AFA
ENSG00000104689.5	TNFRSF10A	-0.0525507769650152	29	uniform	1	AFA
ENSG00000109084.9	TMEM97	-0.0525423646558663	23	distance	1	AFA
ENSG00000135775.8	COG2	-0.0525239359915338	31	distance	1	AFA
ENSG00000166529.10	ZSCAN21	-0.0525036907387959	21	distance	3	AFA
ENSG00000124201.10	ZNFX1	-0.0524951709717865	31	distance	3	AFA
ENSG00000213341.6	CHUK	-0.0524863187435761	31	uniform	3	AFA
ENSG00000134954.9	ETS1	-0.0524728582873462	31	distance	3	AFA
ENSG00000205250.4	E2F4	-0.0524719349098324	31	uniform	2	AFA
ENSG00000080503.15	SMARCA2	-0.0524599503956473	25	uniform	1	AFA
ENSG00000102572.10	STK24	-0.0524558880438483	31	distance	3	AFA
ENSG00000174574.11	AKIRIN1	-0.0524205994304186	31	distance	2	AFA
ENSG00000135148.7	TRAFD1	-0.0524125414773573	29	uniform	3	AFA
ENSG00000136122.11	BORA	-0.0524114198495437	31	distance	3	AFA
ENSG00000182944.13	EWSR1	-0.0524028170157948	21	uniform	1	AFA
ENSG00000100697.10	DICER1	-0.0524023091251545	25	uniform	1	AFA
ENSG00000146842.12	TMEM209	-0.0523885773337024	31	uniform	3	AFA
ENSG00000142657.16	PGD	-0.0523853449337935	31	uniform	2	AFA
ENSG00000115806.8	GORASP2	-0.0523793796471339	29	uniform	3	AFA
ENSG00000115919.10	KYNU	-0.0523521517247414	29	uniform	1	AFA
ENSG00000155093.13	PTPRN2	-0.0523508500909289	27	distance	1	AFA
ENSG00000060762.14	MPC1	-0.052343269962941	31	distance	3	AFA
ENSG00000198816.5	ZNF358	-0.0523219664624639	31	uniform	1	AFA
ENSG00000167996.11	FTH1	-0.0522803638790858	31	uniform	1	AFA
ENSG00000167377.12	ZNF23	-0.0522771167406307	23	distance	2	AFA
ENSG00000133216.12	EPHB2	-0.0522726773031081	27	distance	3	AFA
ENSG00000165338.11	HECTD2	-0.0522523316988811	29	uniform	2	AFA
ENSG00000149925.12	ALDOA	-0.0522458729923965	31	uniform	3	AFA
ENSG00000182224.7	CYB5D1	-0.0522197185096879	31	uniform	2	AFA
ENSG00000139880.15	CDH24	-0.05221940445514	31	uniform	2	AFA
ENSG00000113643.4	RARS	-0.0521995319153468	31	uniform	1	AFA
ENSG00000170145.4	SIK2	-0.0521870838202777	31	uniform	1	AFA
ENSG00000081237.14	PTPRC	-0.0521754991654652	27	uniform	1	AFA
ENSG00000186431.14	FCAR	-0.0521750558379208	27	distance	1	AFA
ENSG00000196455.3	PIK3R4	-0.0521702494724711	31	uniform	1	AFA
ENSG00000119986.6	AVPI1	-0.0521613748748617	25	distance	3	AFA
ENSG00000108771.8	DHX58	-0.0521469190807556	25	uniform	1	AFA
ENSG00000163703.13	CRELD1	-0.0521367209033778	31	uniform	1	AFA
ENSG00000150045.7	KLRF1	-0.0521344961643767	31	uniform	1	AFA
ENSG00000067606.11	PRKCZ	-0.0520997174612837	31	uniform	1	AFA
ENSG00000178035.7	IMPDH2	-0.0520813381708236	31	uniform	3	AFA
ENSG00000196456.4	ZNF775	-0.0520748235205231	23	distance	2	AFA
ENSG00000180488.10	FAM73A	-0.0520389172165345	29	uniform	1	AFA
ENSG00000111224.9	PARP11	-0.052036307271035	29	uniform	1	AFA
ENSG00000136982.5	DSCC1	-0.0519965384329444	31	uniform	1	AFA
ENSG00000186153.12	WWOX	-0.0519934239065316	21	distance	1	AFA
ENSG00000162711.12	NLRP3	-0.0519627128244534	31	uniform	1	AFA
ENSG00000139684.9	ESD	-0.0519615733602033	25	uniform	3	AFA
ENSG00000137955.11	RABGGTB	-0.0519444358942363	31	uniform	2	AFA
ENSG00000152484.9	USP12	-0.0519293490107048	29	uniform	1	AFA
ENSG00000078246.11	TULP3	-0.0519180087808589	31	uniform	3	AFA
ENSG00000181789.10	COPG1	-0.0519090214768936	31	uniform	1	AFA
ENSG00000161202.13	DVL3	-0.0519088050317117	31	distance	3	AFA
ENSG00000125534.5	PPDPF	-0.0519084357911967	31	uniform	2	AFA
ENSG00000099326.4	MZF1	-0.0519018125583581	31	distance	1	AFA
ENSG00000182685.3	BRICD5	-0.0518869357419569	31	uniform	1	AFA
ENSG00000151092.12	NGLY1	-0.0518476530374761	31	distance	1	AFA
ENSG00000136111.8	TBC1D4	-0.0518417639634285	31	uniform	3	AFA
ENSG00000104812.10	GYS1	-0.0518269326171903	31	uniform	1	AFA
ENSG00000062582.9	MRPS24	-0.0518236597132989	19	distance	3	AFA
ENSG00000175573.6	C11orf68	-0.0518127684841903	27	distance	1	AFA
ENSG00000197362.9	ZNF786	-0.0518020769452405	29	uniform	1	AFA
ENSG00000174775.12	HRAS	-0.0518003075097506	31	uniform	3	AFA
ENSG00000184709.7	LRRC26	-0.0517783180445355	25	uniform	3	AFA
ENSG00000010256.6	UQCRC1	-0.0517539330299167	29	uniform	1	AFA
ENSG00000136826.10	KLF4	-0.0517346110291432	21	uniform	1	AFA
ENSG00000163697.12	APBB2	-0.051731926930105	29	uniform	3	AFA
ENSG00000118873.10	RAB3GAP2	-0.051715508411208	31	uniform	2	AFA
ENSG00000213203.2	GIMAP1	-0.051715037516673	31	uniform	3	AFA
ENSG00000122566.16	HNRNPA2B1	-0.0516890325965816	29	uniform	1	AFA
ENSG00000133275.11	CSNK1G2	-0.0516475086413153	29	distance	2	AFA
ENSG00000241837.2	ATP5O	-0.0516321870793655	31	uniform	1	AFA
ENSG00000089157.11	RPLP0	-0.0515735433681767	29	uniform	2	AFA
ENSG00000168884.10	TNIP2	-0.0515621573286792	27	distance	3	AFA
ENSG00000079462.3	PAFAH1B3	-0.0515444746072942	29	uniform	2	AFA
ENSG00000130164.7	LDLR	-0.051533090425792	25	uniform	1	AFA
ENSG00000043462.7	LCP2	-0.0515204305137122	31	uniform	3	AFA
ENSG00000172164.9	SNTB1	-0.0515203187705552	31	uniform	3	AFA
ENSG00000070190.8	DAPP1	-0.0515199703530339	29	uniform	2	AFA
ENSG00000108819.9	PPP1R9B	-0.0515102417633777	31	distance	2	AFA
ENSG00000109171.10	SLAIN2	-0.0514910774507305	25	uniform	2	AFA
ENSG00000168615.7	ADAM9	-0.0514873704329307	31	uniform	3	AFA
ENSG00000140691.12	ARMC5	-0.0514616277667174	31	uniform	3	AFA
ENSG00000029364.7	SLC39A9	-0.0514459905843401	31	uniform	3	AFA
ENSG00000101146.8	RAE1	-0.0513814763537475	31	distance	1	AFA
ENSG00000110697.8	PITPNM1	-0.0513747632814765	21	uniform	3	AFA
ENSG00000186452.6	TMPRSS12	-0.0513717312578766	27	uniform	3	AFA
ENSG00000184271.11	POU6F1	-0.0513542379882037	17	distance	3	AFA
ENSG00000167772.7	ANGPTL4	-0.051341399344158	31	distance	3	AFA
ENSG00000136908.13	DPM2	-0.0513402563859676	27	distance	1	AFA
ENSG00000158321.11	AUTS2	-0.0513265189976734	15	distance	3	AFA
ENSG00000121073.9	SLC35B1	-0.0513189000738072	23	uniform	1	AFA
ENSG00000076984.13	MAP2K7	-0.0513168487037656	31	uniform	3	AFA
ENSG00000173456.4	RNF26	-0.0513037516413744	31	distance	1	AFA
ENSG00000114988.7	LMAN2L	-0.0512923978480696	29	uniform	1	AFA
ENSG00000140264.15	SERF2	-0.0512911269990425	31	uniform	1	AFA
ENSG00000115109.9	EPB41L5	-0.0512328642251622	31	uniform	2	AFA
ENSG00000159496.10	RGL4	-0.0512324881397711	29	uniform	1	AFA
ENSG00000119922.7	IFIT2	-0.05121355369315	27	distance	1	AFA
ENSG00000170088.8	TMEM192	-0.0512031474268556	13	distance	2	AFA
ENSG00000112893.5	MAN2A1	-0.051196079210062	27	uniform	3	AFA
ENSG00000014914.15	MTMR11	-0.051190176211838	31	uniform	3	AFA
ENSG00000063169.6	GLTSCR1	-0.0511814447155287	29	uniform	2	AFA
ENSG00000107897.14	ACBD5	-0.0511676040572541	27	distance	3	AFA
ENSG00000198265.7	HELZ	-0.0511662213457365	31	uniform	2	AFA
ENSG00000119614.2	VSX2	-0.0511211531867524	29	uniform	1	AFA
ENSG00000172828.8	CES3	-0.0511176345476295	29	uniform	1	AFA
ENSG00000116793.11	PHTF1	-0.0510719721721423	27	distance	1	AFA
ENSG00000107242.13	PIP5K1B	-0.0510677708993345	31	uniform	3	AFA
ENSG00000110955.4	ATP5B	-0.0510638575999242	29	uniform	3	AFA
ENSG00000164403.10	SHROOM1	-0.0510168871598488	29	distance	2	AFA
ENSG00000179271.1	GADD45GIP1	-0.0510095568831386	27	uniform	3	AFA
ENSG00000130724.4	CHMP2A	-0.0509792064890847	27	uniform	2	AFA
ENSG00000161036.6	LRWD1	-0.0509687801458338	31	distance	1	AFA
ENSG00000169704.4	GP9	-0.050956700533274	31	distance	2	AFA
ENSG00000168439.12	STIP1	-0.0509360956043035	31	uniform	3	AFA
ENSG00000168575.5	SLC20A2	-0.0509069405598114	25	uniform	1	AFA
ENSG00000111110.7	PPM1H	-0.0509043713847094	29	uniform	1	AFA
ENSG00000198001.9	IRAK4	-0.0508843990567593	29	uniform	3	AFA
ENSG00000010165.14	METTL13	-0.0508775952379763	31	uniform	2	AFA
ENSG00000153879.3	CEBPG	-0.0508480649514271	31	uniform	2	AFA
ENSG00000205758.7	CRYZL1	-0.0508162481723908	29	uniform	1	AFA
ENSG00000102471.9	NDFIP2	-0.0507991140347332	31	uniform	1	AFA
ENSG00000154429.6	CCSAP	-0.0507963432515825	27	uniform	3	AFA
ENSG00000153443.8	UBALD1	-0.0507935480164369	17	uniform	1	AFA
ENSG00000165861.9	ZFYVE1	-0.0507862910541556	31	uniform	3	AFA
ENSG00000128595.12	CALU	-0.0507862467717597	25	uniform	3	AFA
ENSG00000144909.7	OSBPL11	-0.0507652717127306	29	uniform	1	AFA
ENSG00000151151.5	IPMK	-0.0507644265980227	23	uniform	3	AFA
ENSG00000233276.2	GPX1	-0.050763163062136	31	uniform	1	AFA
ENSG00000067900.5	ROCK1	-0.0507589608133021	29	uniform	2	AFA
ENSG00000155275.14	TRMT44	-0.0507497517970587	21	uniform	3	AFA
ENSG00000160051.7	IQCC	-0.0507277025092094	23	uniform	3	AFA
ENSG00000175087.5	PDIK1L	-0.0507124862583197	27	uniform	1	AFA
ENSG00000169435.9	RASSF6	-0.0507035409878547	31	uniform	2	AFA
ENSG00000154174.7	TOMM70A	-0.0506918883263591	15	uniform	3	AFA
ENSG00000063854.8	HAGH	-0.050689919721341	13	distance	3	AFA
ENSG00000145777.10	TSLP	-0.0506829931540985	21	uniform	1	AFA
ENSG00000146463.7	ZMYM4	-0.050644535995646	31	uniform	2	AFA
ENSG00000150907.6	FOXO1	-0.0506326757957984	21	uniform	1	AFA
ENSG00000140987.15	ZSCAN32	-0.0506202368674353	29	uniform	2	AFA
ENSG00000130935.5	NOL11	-0.0505723893735152	31	distance	3	AFA
ENSG00000110025.7	SNX15	-0.0505718129179758	19	uniform	2	AFA
ENSG00000137563.7	GGH	-0.050560733489724	31	uniform	1	AFA
ENSG00000197530.8	MIB2	-0.0505263245936886	11	distance	1	AFA
ENSG00000154736.5	ADAMTS5	-0.0505238603986515	21	uniform	3	AFA
ENSG00000135473.10	PAN2	-0.0505235517166498	31	uniform	1	AFA
ENSG00000213402.2	PTPRCAP	-0.0504676423408983	31	uniform	3	AFA
ENSG00000198755.6	RPL10A	-0.0504457803657196	23	uniform	2	AFA
ENSG00000243649.4	CFB	-0.0504257953548641	21	uniform	1	AFA
ENSG00000103274.6	NUBP1	-0.0504232974076169	27	distance	1	AFA
ENSG00000198945.3	L3MBTL3	-0.0503909817693947	31	uniform	2	AFA
ENSG00000154222.10	CC2D1B	-0.0503759569389705	17	uniform	3	AFA
ENSG00000142039.3	CCDC97	-0.0503752456795034	31	uniform	1	AFA
ENSG00000025770.14	NCAPH2	-0.0503675210986662	31	uniform	1	AFA
ENSG00000100206.5	DMC1	-0.0503414047249133	29	uniform	3	AFA
ENSG00000196367.8	TRRAP	-0.0503408574374956	31	uniform	1	AFA
ENSG00000124383.4	MPHOSPH10	-0.0503348491727708	31	uniform	3	AFA
ENSG00000234545.3	FAM133B	-0.0503336784542589	29	uniform	3	AFA
ENSG00000179387.4	ELMOD2	-0.0503065410564442	5	uniform	1	AFA
ENSG00000123505.10	AMD1	-0.0502999619256886	29	uniform	3	AFA
ENSG00000113719.11	ERGIC1	-0.050273171599216	29	distance	3	AFA
ENSG00000198042.6	MAK16	-0.0502597599636705	17	uniform	1	AFA
ENSG00000007038.6	PRSS21	-0.050250299716294	23	uniform	3	AFA
ENSG00000153666.5	GOLGA8I	-0.0502246677586752	25	uniform	2	AFA
ENSG00000090273.9	NUDC	-0.0502190974215453	29	uniform	1	AFA
ENSG00000204310.6	AGPAT1	-0.0502154383801969	29	uniform	2	AFA
ENSG00000206562.7	METTL6	-0.0502082758119819	27	uniform	3	AFA
ENSG00000148248.9	SURF4	-0.0502070279418217	15	distance	2	AFA
ENSG00000204540.6	PSORS1C1	-0.0502023989513505	31	uniform	2	AFA
ENSG00000159217.5	IGF2BP1	-0.0501919970083541	31	uniform	3	AFA
ENSG00000132530.12	XAF1	-0.0501757311819063	29	uniform	1	AFA
ENSG00000166797.6	FAM96A	-0.0501738513240349	31	uniform	3	AFA
ENSG00000144355.10	DLX1	-0.0501593293317889	27	uniform	1	AFA
ENSG00000171456.12	ASXL1	-0.0501573503299817	5	distance	3	AFA
ENSG00000188107.9	EYS	-0.0501507768306025	21	uniform	3	AFA
ENSG00000136986.5	DERL1	-0.0501480211651203	29	uniform	1	AFA
ENSG00000120709.6	FAM53C	-0.0501397718025314	29	uniform	2	AFA
ENSG00000110108.4	TMEM109	-0.0501298087230506	31	uniform	1	AFA
ENSG00000090905.13	TNRC6A	-0.0501214430473732	31	uniform	3	AFA
ENSG00000123908.7	AGO2	-0.0501093543791689	21	uniform	3	AFA
ENSG00000102547.14	CAB39L	-0.0500989374067387	15	distance	1	AFA
ENSG00000066135.8	KDM4A	-0.0500961271849502	23	uniform	2	AFA
ENSG00000159086.10	PAXBP1	-0.0500804885729406	23	distance	3	AFA
ENSG00000083838.11	ZNF446	-0.0500762522975727	31	uniform	1	AFA
ENSG00000133460.15	SLC2A11	-0.0500584298549647	29	uniform	3	AFA
ENSG00000165156.10	ZHX1	-0.0500582120284803	31	uniform	3	AFA
ENSG00000141552.13	ANAPC11	-0.0500195788381488	23	distance	3	AFA
ENSG00000141552.13	ANAPC11	-0.0500195788381488	23	distance	3	AFA
ENSG00000139514.8	SLC7A1	-0.0500018844726439	31	uniform	1	AFA
ENSG00000065548.13	ZC3H15	-0.0499906462433618	27	uniform	3	AFA
ENSG00000167165.13	UGT1A6	-0.0499826319114779	25	uniform	2	AFA
ENSG00000038382.13	TRIO	-0.0499666290054992	31	uniform	3	AFA
ENSG00000108651.5	UTP6	-0.0499351879863973	23	uniform	2	AFA
ENSG00000011009.6	LYPLA2	-0.0499338044735091	29	uniform	2	AFA
ENSG00000102189.12	EEA1	-0.0499204174534447	29	uniform	3	AFA
ENSG00000103197.12	TSC2	-0.0499064052346961	31	uniform	1	AFA
ENSG00000132589.11	FLOT2	-0.0499035342149664	29	uniform	3	AFA
ENSG00000123992.14	DNPEP	-0.0498926438733682	27	uniform	1	AFA
ENSG00000134769.17	DTNA	-0.0498856211263186	23	distance	3	AFA
ENSG00000159335.11	PTMS	-0.0498772701049693	19	distance	3	AFA
ENSG00000213619.5	NDUFS3	-0.0498541222833683	29	uniform	1	AFA
ENSG00000198301.7	SDAD1	-0.0498425005528679	21	distance	2	AFA
ENSG00000143622.5	RIT1	-0.0498355193586003	25	uniform	2	AFA
ENSG00000114013.11	CD86	-0.0498115786807413	27	distance	2	AFA
ENSG00000007968.6	E2F2	-0.0498093066576363	27	uniform	1	AFA
ENSG00000107938.13	C10orf137	-0.0498012563108212	27	uniform	3	AFA
ENSG00000240230.1	COX19	-0.0497629253739199	29	uniform	1	AFA
ENSG00000116266.6	STXBP3	-0.0497627707880856	31	uniform	3	AFA
ENSG00000163932.9	PRKCD	-0.0497393682403337	27	uniform	3	AFA
ENSG00000165699.9	TSC1	-0.0497107969271691	21	uniform	3	AFA
ENSG00000163376.7	KBTBD8	-0.0497052996389509	31	uniform	1	AFA
ENSG00000125843.6	AP5S1	-0.0496785386422747	31	uniform	3	AFA
ENSG00000125843.6	AP5S1	-0.0496785386422747	31	uniform	3	AFA
ENSG00000186480.8	INSIG1	-0.0496749771934983	31	uniform	3	AFA
ENSG00000123154.7	WDR83	-0.0496532412236534	19	distance	2	AFA
ENSG00000088876.7	ZNF343	-0.0496453444476084	15	uniform	1	AFA
ENSG00000141639.7	MAPK4	-0.0496339952016246	15	distance	3	AFA
ENSG00000119541.5	VPS4B	-0.0496053535922538	29	uniform	1	AFA
ENSG00000101052.8	IFT52	-0.0496049545219436	23	distance	3	AFA
ENSG00000020426.6	MNAT1	-0.0496040272586816	27	uniform	3	AFA
ENSG00000135114.8	OASL	-0.0495813973144699	29	uniform	1	AFA
ENSG00000108774.10	RAB5C	-0.0495763389557888	25	distance	2	AFA
ENSG00000174579.3	MSL2	-0.0495681194794582	31	uniform	1	AFA
ENSG00000178685.9	PARP10	-0.049561015189945	27	uniform	3	AFA
ENSG00000162636.11	FAM102B	-0.049550562491141	31	uniform	1	AFA
ENSG00000138942.10	RNF185	-0.0495371980438707	27	uniform	3	AFA
ENSG00000106367.9	AP1S1	-0.0495361103149905	29	distance	2	AFA
ENSG00000155256.13	ZFYVE27	-0.0495288399614813	29	uniform	2	AFA
ENSG00000175182.9	FAM131A	-0.0495198316424168	29	uniform	1	AFA
ENSG00000023516.7	AKAP11	-0.0495026213405247	31	distance	3	AFA
ENSG00000121281.8	ADCY7	-0.0494989983528145	25	uniform	3	AFA
ENSG00000118971.3	CCND2	-0.0494985449056234	31	uniform	1	AFA
ENSG00000111684.6	LPCAT3	-0.0494949356070171	17	distance	1	AFA
ENSG00000150093.14	ITGB1	-0.0494747316785252	31	uniform	3	AFA
ENSG00000132155.7	RAF1	-0.0494580154305819	31	uniform	1	AFA
ENSG00000094916.9	CBX5	-0.0494576079012278	29	uniform	2	AFA
ENSG00000183092.11	BEGAIN	-0.0494554187889434	31	uniform	1	AFA
ENSG00000004866.14	ST7	-0.0494028852197141	27	distance	2	AFA
ENSG00000171777.11	RASGRP4	-0.0493970806663885	23	distance	2	AFA
ENSG00000166881.5	TMEM194A	-0.0493732263099486	29	distance	1	AFA
ENSG00000128228.4	SDF2L1	-0.0493713117923254	31	uniform	1	AFA
ENSG00000122707.7	RECK	-0.0493690200651834	29	uniform	1	AFA
ENSG00000129204.12	USP6	-0.0493337105556307	17	uniform	3	AFA
ENSG00000143258.11	USP21	-0.0493285067042441	31	uniform	3	AFA
ENSG00000137959.10	IFI44L	-0.0492867866116746	31	uniform	3	AFA
ENSG00000112183.10	RBM24	-0.0492793498937219	27	uniform	1	AFA
ENSG00000123144.6	C19orf43	-0.0492715876855594	7	distance	3	AFA
ENSG00000131355.10	EMR3	-0.0492636874906213	29	uniform	2	AFA
ENSG00000138814.12	PPP3CA	-0.0492553633569277	31	uniform	1	AFA
ENSG00000186889.5	TMEM17	-0.0492464139748081	27	distance	1	AFA
ENSG00000057663.8	ATG5	-0.0492463870152331	27	uniform	2	AFA
ENSG00000159579.9	RSPRY1	-0.0492152603779267	27	uniform	1	AFA
ENSG00000111596.7	CNOT2	-0.0491479566397221	23	uniform	2	AFA
ENSG00000110063.4	DCPS	-0.0491246030995948	25	uniform	1	AFA
ENSG00000114062.13	UBE3A	-0.0491240473984986	25	uniform	1	AFA
ENSG00000183273.2	CCDC60	-0.0491078652459249	31	distance	1	AFA
ENSG00000135392.11	DNAJC14	-0.0490884615495347	29	distance	1	AFA
ENSG00000143344.10	RGL1	-0.0490676474916535	27	uniform	3	AFA
ENSG00000153310.14	FAM49B	-0.0490456157804335	31	uniform	2	AFA
ENSG00000136504.7	KAT7	-0.0490327794345382	13	distance	1	AFA
ENSG00000116539.6	ASH1L	-0.0490213188154097	9	uniform	3	AFA
ENSG00000003249.9	DBNDD1	-0.0490145294928356	31	uniform	1	AFA
ENSG00000100784.5	RPS6KA5	-0.0490076935735807	27	uniform	3	AFA
ENSG00000169957.8	ZNF768	-0.0490023696626936	21	uniform	3	AFA
