Gene_ID	Gene_Name	Cross-validated R2	RF Trees	Population
ENSG00000163527.5	STT3B	-0.0374661691749471	200	AFA
ENSG00000118162.9	KPTN	-0.0374210749360981	450	AFA
ENSG00000160633.8	SAFB	-0.0374058364753559	500	AFA
ENSG00000106348.12	IMPDH1	-0.0374056397273817	500	AFA
ENSG00000090263.11	MRPS33	-0.0373969252316128	250	AFA
ENSG00000131844.11	MCCC2	-0.0373683732735584	50	AFA
ENSG00000176597.7	B3GNT5	-0.0373475307739091	500	AFA
ENSG00000089091.11	DZANK1	-0.0373332808596567	50	AFA
ENSG00000143575.10	HAX1	-0.0373292101036229	450	AFA
ENSG00000121073.9	SLC35B1	-0.0373158082476874	200	AFA
ENSG00000122674.8	CCZ1	-0.0373087290235859	100	AFA
ENSG00000130544.7	ZNF557	-0.0372973828530415	250	AFA
ENSG00000198924.3	DCLRE1A	-0.0372879993999655	450	AFA
ENSG00000140153.13	WDR20	-0.0372751510617324	200	AFA
ENSG00000130844.12	ZNF331	-0.0372651008410614	500	AFA
ENSG00000161533.7	ACOX1	-0.0372605194511485	50	AFA
ENSG00000197063.6	MAFG	-0.0372582901322483	500	AFA
ENSG00000179195.11	ZNF664	-0.0372099402838472	200	AFA
ENSG00000142227.6	EMP3	-0.0372012069399844	350	AFA
ENSG00000167173.14	C15orf39	-0.0371343675315054	250	AFA
ENSG00000136738.10	STAM	-0.037112512862074	450	AFA
ENSG00000095261.9	PSMD5	-0.037086795644576	500	AFA
ENSG00000171608.11	PIK3CD	-0.0370723206745406	500	AFA
ENSG00000085998.9	POMGNT1	-0.0370682297473253	250	AFA
ENSG00000134684.6	YARS	-0.0370561635344928	150	AFA
ENSG00000170322.10	NFRKB	-0.0370479274011084	400	AFA
ENSG00000132670.16	PTPRA	-0.0369949804993975	350	AFA
ENSG00000077044.5	DGKD	-0.0369748507332044	200	AFA
ENSG00000142405.17	NLRP12	-0.0369689000051362	300	AFA
ENSG00000204852.11	TCTN1	-0.0369339268069158	200	AFA
ENSG00000163646.6	CLRN1	-0.0369214843856902	500	AFA
ENSG00000135775.8	COG2	-0.0369211221130525	200	AFA
ENSG00000197557.5	TTC30A	-0.0369125152426099	350	AFA
ENSG00000029363.11	BCLAF1	-0.0369095010756029	450	AFA
ENSG00000184281.10	TSSC4	-0.0368994354764414	500	AFA
ENSG00000143393.12	PI4KB	-0.0368753508422786	150	AFA
ENSG00000117602.7	RCAN3	-0.0368660661026638	250	AFA
ENSG00000089057.10	SLC23A2	-0.0368626396112617	200	AFA
ENSG00000143970.12	ASXL2	-0.0368587635159309	300	AFA
ENSG00000158292.6	GPR153	-0.036849978515927	250	AFA
ENSG00000188739.10	RBM34	-0.0368245295887966	150	AFA
ENSG00000256053.3	APOPT1	-0.0367985960277776	400	AFA
ENSG00000198042.6	MAK16	-0.0367963992910407	500	AFA
ENSG00000103061.7	SLC7A6OS	-0.0367764100224976	100	AFA
ENSG00000157601.9	MX1	-0.0367631110025474	500	AFA
ENSG00000118007.8	STAG1	-0.0367539399442649	150	AFA
ENSG00000119729.6	RHOQ	-0.0367244153671297	450	AFA
ENSG00000108798.4	ABI3	-0.0367019754335598	350	AFA
ENSG00000133812.10	SBF2	-0.0366638948629022	500	AFA
ENSG00000132423.6	COQ3	-0.0366471347286068	200	AFA
ENSG00000169251.8	NMD3	-0.0366455215970113	450	AFA
ENSG00000101639.13	CEP192	-0.0366121107285641	500	AFA
ENSG00000168301.8	KCTD6	-0.0366105934148642	450	AFA
ENSG00000131462.3	TUBG1	-0.0366010438958319	500	AFA
ENSG00000164134.8	NAA15	-0.0365496995867117	250	AFA
ENSG00000119684.11	MLH3	-0.0365284196009819	150	AFA
ENSG00000092201.5	SUPT16H	-0.0365220772516319	500	AFA
ENSG00000126432.9	PRDX5	-0.036519846874875	200	AFA
ENSG00000213920.4	MDP1	-0.0365069462129065	400	AFA
ENSG00000121083.6	DYNLL2	-0.0364822755664133	100	AFA
ENSG00000177511.5	ST8SIA3	-0.0364686436014348	450	AFA
ENSG00000169032.5	MAP2K1	-0.0364551102386521	250	AFA
ENSG00000143799.8	PARP1	-0.0364479680953031	150	AFA
ENSG00000125746.10	EML2	-0.0364472533512996	500	AFA
ENSG00000147669.6	POLR2K	-0.0364436060706845	250	AFA
ENSG00000137094.10	DNAJB5	-0.0364405190227279	500	AFA
ENSG00000133794.13	ARNTL	-0.0364374372368682	500	AFA
ENSG00000148719.9	DNAJB12	-0.0364160722990563	500	AFA
ENSG00000136643.7	RPS6KC1	-0.036413710718154	50	AFA
ENSG00000179151.7	EDC3	-0.0364044937528096	300	AFA
ENSG00000166166.8	TRMT61A	-0.0363958573885297	50	AFA
ENSG00000213983.7	AP1G2	-0.0363958307612316	500	AFA
ENSG00000204577.7	LILRB3	-0.0363425217704471	300	AFA
ENSG00000151116.12	UEVLD	-0.0363280236640977	200	AFA
ENSG00000172586.7	CHCHD1	-0.0363272576532436	450	AFA
ENSG00000241685.4	ARPC1A	-0.0362999401578142	500	AFA
ENSG00000163702.14	IL17RC	-0.0362687349843182	400	AFA
ENSG00000108264.12	TADA2A	-0.0362672132262249	100	AFA
ENSG00000162747.5	FCGR3B	-0.0362614653933256	300	AFA
ENSG00000116747.8	TROVE2	-0.0361917865270401	250	AFA
ENSG00000165156.10	ZHX1	-0.0361845710264	450	AFA
ENSG00000136936.6	XPA	-0.0361615458005405	100	AFA
ENSG00000161654.5	LSM12	-0.0361522357911084	450	AFA
ENSG00000121741.11	ZMYM2	-0.0361503488915351	450	AFA
ENSG00000137814.5	HAUS2	-0.0360986561669015	500	AFA
ENSG00000107020.5	PLGRKT	-0.03605234968979	100	AFA
ENSG00000174721.9	FGFBP3	-0.0360384991862368	300	AFA
ENSG00000130304.12	SLC27A1	-0.0360358793343238	250	AFA
ENSG00000145936.4	KCNMB1	-0.0360198458753805	500	AFA
ENSG00000173726.6	TOMM20	-0.0360191588989464	500	AFA
ENSG00000106628.6	POLD2	-0.0360181358718191	450	AFA
ENSG00000197353.3	LYPD2	-0.0360049039456247	500	AFA
ENSG00000120903.6	CHRNA2	-0.0359937106903341	450	AFA
ENSG00000171453.13	POLR1C	-0.0359901447857142	500	AFA
ENSG00000132434.5	LANCL2	-0.0359791121342222	500	AFA
ENSG00000146701.7	MDH2	-0.035978957587528	350	AFA
ENSG00000124783.8	SSR1	-0.035958595248265	400	AFA
ENSG00000129194.3	SOX15	-0.0359453702264125	400	AFA
ENSG00000181625.13	SLX1B	-0.0359377919088047	50	AFA
ENSG00000114349.5	GNAT1	-0.0359326912241391	450	AFA
ENSG00000006625.13	GGCT	-0.0359122329235229	100	AFA
ENSG00000119574.8	ZBTB45	-0.0359075945125539	500	AFA
ENSG00000090920.9	FCGBP	-0.0358748796533071	200	AFA
ENSG00000176101.7	SSNA1	-0.0358695444504125	250	AFA
ENSG00000056586.11	RC3H2	-0.0358662214568474	500	AFA
ENSG00000167085.7	PHB	-0.0358549715325116	50	AFA
ENSG00000138942.10	RNF185	-0.035830337822448	50	AFA
ENSG00000049246.10	PER3	-0.0357489639355925	100	AFA
ENSG00000198604.6	BAZ1A	-0.0357486251650839	200	AFA
ENSG00000052795.8	FNIP2	-0.0357178982911978	100	AFA
ENSG00000154727.6	GABPA	-0.03571278719165	100	AFA
ENSG00000188868.9	ZNF563	-0.0356991027329622	250	AFA
ENSG00000184508.6	HDDC3	-0.0356575556430455	450	AFA
ENSG00000227500.5	SCAMP4	-0.035634417737271	350	AFA
ENSG00000167680.11	SEMA6B	-0.0356317765699753	200	AFA
ENSG00000130305.12	NSUN5	-0.0356232730359731	300	AFA
ENSG00000117010.11	ZNF684	-0.0356210087189042	250	AFA
ENSG00000105287.8	PRKD2	-0.0356119343199578	100	AFA
ENSG00000108448.16	TRIM16L	-0.0355930235436476	450	AFA
ENSG00000090905.13	TNRC6A	-0.0355640862999173	100	AFA
ENSG00000075415.8	SLC25A3	-0.0355614838856204	300	AFA
ENSG00000131477.6	RAMP2	-0.0355611148931769	350	AFA
ENSG00000168476.7	REEP4	-0.0355606232141169	250	AFA
ENSG00000153207.10	AHCTF1	-0.0355438212847339	450	AFA
ENSG00000198301.7	SDAD1	-0.0355093228677907	100	AFA
ENSG00000147789.11	ZNF7	-0.0354796988658413	350	AFA
ENSG00000142864.10	SERBP1	-0.0354677612073575	100	AFA
ENSG00000133816.9	MICAL2	-0.0354494527038267	300	AFA
ENSG00000161021.7	MAML1	-0.0354435553341534	500	AFA
ENSG00000104915.10	STX10	-0.0354158014979386	150	AFA
ENSG00000170445.8	HARS	-0.0353917157603826	250	AFA
ENSG00000166436.11	TRIM66	-0.0353707266838909	500	AFA
ENSG00000164332.6	UBLCP1	-0.035361264045892	450	AFA
ENSG00000116127.13	ALMS1	-0.0353272212396938	200	AFA
ENSG00000172809.8	RPL38	-0.0353105430162276	200	AFA
ENSG00000163386.15	NBPF10	-0.0353026312115644	100	AFA
ENSG00000173064.6	HECTD4	-0.0353007085579736	400	AFA
ENSG00000104880.13	ARHGEF18	-0.0352970549459579	150	AFA
ENSG00000069345.7	DNAJA2	-0.0352891977530396	450	AFA
ENSG00000169016.12	E2F6	-0.0352882675621063	400	AFA
ENSG00000147586.5	MRPS28	-0.0352674525835494	400	AFA
ENSG00000090621.9	PABPC4	-0.0352631336899001	400	AFA
ENSG00000162104.5	ADCY9	-0.0352498681874098	300	AFA
ENSG00000139278.5	GLIPR1	-0.0352284334996347	500	AFA
ENSG00000100373.5	UPK3A	-0.0352127583985905	100	AFA
ENSG00000188452.9	CERKL	-0.0352118625535068	350	AFA
ENSG00000102974.10	CTCF	-0.0352032424718531	50	AFA
ENSG00000106803.5	SEC61B	-0.0351924918416704	500	AFA
ENSG00000100979.10	PLTP	-0.0351903695034407	50	AFA
ENSG00000114013.11	CD86	-0.035174306421485	250	AFA
ENSG00000167863.7	ATP5H	-0.0351586111964988	500	AFA
ENSG00000119673.10	ACOT2	-0.0351519761343624	150	AFA
ENSG00000138030.8	KHK	-0.0350996727650698	400	AFA
ENSG00000152455.11	SUV39H2	-0.035047745614812	400	AFA
ENSG00000136271.6	DDX56	-0.035015950501571	500	AFA
ENSG00000163938.12	GNL3	-0.0349655632375803	500	AFA
ENSG00000153037.7	SRP19	-0.0349088933167242	150	AFA
ENSG00000066084.8	DIP2B	-0.0349014799368194	450	AFA
ENSG00000122376.7	FAM35A	-0.0349011643035523	450	AFA
ENSG00000162614.13	NEXN	-0.0348921161689359	250	AFA
ENSG00000130402.7	ACTN4	-0.0348881262576323	350	AFA
ENSG00000146826.10	C7orf43	-0.0348461653633464	250	AFA
ENSG00000184602.5	SNN	-0.0347849320940201	100	AFA
ENSG00000108511.8	HOXB6	-0.034702341423251	400	AFA
ENSG00000101193.6	GID8	-0.0346791556389517	400	AFA
ENSG00000096746.13	HNRNPH3	-0.034671573463241	500	AFA
ENSG00000159079.14	C21orf59	-0.0346696075888281	500	AFA
ENSG00000115935.12	WIPF1	-0.0346647088939765	50	AFA
ENSG00000126254.7	RBM42	-0.0346549112673722	350	AFA
ENSG00000088038.13	CNOT3	-0.034640906592059	50	AFA
ENSG00000156675.11	RAB11FIP1	-0.0346155825172193	500	AFA
ENSG00000155438.7	MKI67IP	-0.0346016120206283	200	AFA
ENSG00000153317.10	ASAP1	-0.0345921486821922	250	AFA
ENSG00000101294.12	HM13	-0.0345764692096547	200	AFA
ENSG00000197037.6	ZSCAN25	-0.0345673290710687	50	AFA
ENSG00000008083.9	JARID2	-0.0345578484060161	100	AFA
ENSG00000198797.6	FAM5B	-0.0345354648761119	250	AFA
ENSG00000161547.10	SRSF2	-0.0345332085618005	400	AFA
ENSG00000171208.5	NETO2	-0.0345264673035678	500	AFA
ENSG00000102908.16	NFAT5	-0.0345050474761608	100	AFA
ENSG00000037757.9	MRI1	-0.0344874811307635	300	AFA
ENSG00000125971.12	DYNLRB1	-0.0344644153268417	450	AFA
ENSG00000171865.5	RNASEH1	-0.0344605790191886	500	AFA
ENSG00000160408.10	ST6GALNAC6	-0.0344484488958458	500	AFA
ENSG00000165669.9	FAM204A	-0.0344240391416444	500	AFA
ENSG00000156860.11	FBRS	-0.0344167092217393	250	AFA
ENSG00000164620.4	RELL2	-0.0344164902339968	200	AFA
ENSG00000164406.7	LEAP2	-0.0344152936748115	200	AFA
ENSG00000095951.12	HIVEP1	-0.034398279186695	50	AFA
ENSG00000023041.7	ZDHHC6	-0.034381897272818	50	AFA
ENSG00000085433.11	WDR47	-0.0343771002894085	450	AFA
ENSG00000163636.6	PSMD6	-0.0343676639177459	100	AFA
ENSG00000174243.5	DDX23	-0.0343641303459817	200	AFA
ENSG00000125995.11	ROMO1	-0.0343619202016897	200	AFA
ENSG00000164163.6	ABCE1	-0.0343554449855781	150	AFA
ENSG00000137815.10	RTF1	-0.0343489832562906	150	AFA
ENSG00000108960.3	MMD	-0.034332026137674	400	AFA
ENSG00000170632.9	ARMC10	-0.0343303215786105	250	AFA
ENSG00000144591.13	GMPPA	-0.0343204187906188	450	AFA
ENSG00000157212.14	PAXIP1	-0.03428923428085	250	AFA
ENSG00000085491.11	SLC25A24	-0.0342769030841682	450	AFA
ENSG00000151623.10	NR3C2	-0.0342014012768905	200	AFA
ENSG00000115956.9	PLEK	-0.0341599533126539	400	AFA
ENSG00000197170.5	PSMD12	-0.0340976853443062	100	AFA
ENSG00000246705.3	H2AFJ	-0.0340868395581488	350	AFA
ENSG00000137312.10	FLOT1	-0.0340755572723918	400	AFA
ENSG00000115875.14	SRSF7	-0.0340711128737366	100	AFA
ENSG00000076242.10	MLH1	-0.0340642753190425	500	AFA
ENSG00000178789.4	CD300LB	-0.0340635891513747	350	AFA
ENSG00000184887.9	BTBD6	-0.0340611776854963	100	AFA
ENSG00000114209.10	PDCD10	-0.0340442978593956	400	AFA
ENSG00000109572.9	CLCN3	-0.0340160190019873	50	AFA
ENSG00000185164.10	NOMO2	-0.0339960641913778	250	AFA
ENSG00000072803.13	FBXW11	-0.0339644095824345	100	AFA
ENSG00000109107.9	ALDOC	-0.0339622168322018	50	AFA
ENSG00000162241.8	SLC25A45	-0.0339568836190302	450	AFA
ENSG00000067533.5	RRP15	-0.0339497462498287	350	AFA
ENSG00000221988.8	PPT2	-0.0339484807963539	250	AFA
ENSG00000178921.9	PFAS	-0.0339428985978535	450	AFA
ENSG00000108518.7	PFN1	-0.0339128866786605	500	AFA
ENSG00000113161.11	HMGCR	-0.0338989323934119	350	AFA
ENSG00000152086.7	TUBA3E	-0.0338759908898108	400	AFA
ENSG00000079819.12	EPB41L2	-0.0338466869448177	150	AFA
ENSG00000156239.7	N6AMT1	-0.0338340306738669	150	AFA
ENSG00000037749.7	MFAP3	-0.0338333824487297	500	AFA
ENSG00000182481.4	KPNA2	-0.0338193870691473	250	AFA
ENSG00000126882.8	FAM78A	-0.0338171071116282	500	AFA
ENSG00000068831.14	RASGRP2	-0.0338060962988722	350	AFA
ENSG00000143256.4	PFDN2	-0.0337985190755504	500	AFA
ENSG00000089195.10	TRMT6	-0.0337890225115102	50	AFA
ENSG00000129128.8	SPCS3	-0.0337737241735764	50	AFA
ENSG00000196628.9	TCF4	-0.0337707761660741	500	AFA
ENSG00000162385.6	MAGOH	-0.0337476327165573	450	AFA
ENSG00000125814.13	NAPB	-0.0337340074799339	100	AFA
ENSG00000121858.6	TNFSF10	-0.0337040390064657	300	AFA
ENSG00000083123.10	BCKDHB	-0.0336754107634425	100	AFA
ENSG00000144199.7	FAHD2B	-0.0336269861283083	150	AFA
ENSG00000026652.9	AGPAT4	-0.0335624483318324	300	AFA
ENSG00000099995.13	SF3A1	-0.0335225585059548	250	AFA
ENSG00000073792.11	IGF2BP2	-0.0335141581559059	350	AFA
ENSG00000154001.9	PPP2R5E	-0.0335011582205001	250	AFA
ENSG00000146463.7	ZMYM4	-0.033476443612769	100	AFA
ENSG00000135932.6	CAB39	-0.0334721570690213	50	AFA
ENSG00000115307.12	AUP1	-0.0334598175225224	300	AFA
ENSG00000136630.11	HLX	-0.0334526587538087	100	AFA
ENSG00000127603.19	MACF1	-0.0334239004754093	450	AFA
ENSG00000070961.10	ATP2B1	-0.0334231632746614	150	AFA
ENSG00000134253.5	TRIM45	-0.0333944598779399	300	AFA
ENSG00000205208.4	C4orf46	-0.0333936762203085	450	AFA
ENSG00000112029.5	FBXO5	-0.0333737504882854	350	AFA
ENSG00000141582.10	CBX4	-0.0333674867547021	500	AFA
ENSG00000183340.5	JRKL	-0.0333342138624764	450	AFA
ENSG00000179922.5	ZNF784	-0.0333180453150139	250	AFA
ENSG00000196131.6	VN1R2	-0.0333146518927248	50	AFA
ENSG00000189120.3	SP6	-0.0333042545984808	450	AFA
ENSG00000166579.11	NDEL1	-0.0332962367484355	450	AFA
ENSG00000143190.16	POU2F1	-0.0332672825062238	450	AFA
ENSG00000113597.13	TRAPPC13	-0.0332607631394834	500	AFA
ENSG00000167967.11	E4F1	-0.0332530610743752	50	AFA
ENSG00000086015.15	MAST2	-0.0332516859203537	350	AFA
ENSG00000256683.2	ZNF350	-0.0332438165098914	350	AFA
ENSG00000128829.7	EIF2AK4	-0.0332435243458804	500	AFA
ENSG00000213923.6	CSNK1E	-0.0332412940118894	250	AFA
ENSG00000185420.14	SMYD3	-0.0332267317709391	450	AFA
ENSG00000106049.3	HIBADH	-0.0331820335802927	500	AFA
ENSG00000148356.9	LRSAM1	-0.0331683690926607	100	AFA
ENSG00000137871.15	ZNF280D	-0.033158661789029	450	AFA
ENSG00000165416.9	SUGT1	-0.0331145858498038	150	AFA
ENSG00000101384.7	JAG1	-0.0330829676443798	500	AFA
ENSG00000173812.6	EIF1	-0.0330696428639284	500	AFA
ENSG00000175203.11	DCTN2	-0.0330609205564917	150	AFA
ENSG00000137497.13	NUMA1	-0.0330523859573435	350	AFA
ENSG00000105695.10	MAG	-0.0330482620520098	100	AFA
ENSG00000133639.3	BTG1	-0.0330447858634084	500	AFA
ENSG00000135617.3	PRADC1	-0.0330353979099789	200	AFA
ENSG00000110002.11	VWA5A	-0.0330134837271798	450	AFA
ENSG00000197208.5	SLC22A4	-0.033003692984274	200	AFA
ENSG00000117569.13	PTBP2	-0.0329977511699898	50	AFA
ENSG00000111737.7	RAB35	-0.0329794592030244	500	AFA
ENSG00000145990.6	GFOD1	-0.032925878213627	500	AFA
ENSG00000106609.12	TMEM248	-0.0329134007456191	200	AFA
ENSG00000136451.4	VEZF1	-0.0329131143076081	200	AFA
ENSG00000047249.12	ATP6V1H	-0.0329038555885205	100	AFA
ENSG00000183722.7	LHFP	-0.0329003288345331	350	AFA
ENSG00000110274.10	CEP164	-0.0328923592660418	250	AFA
ENSG00000170542.5	SERPINB9	-0.0328910394215121	500	AFA
ENSG00000203880.6	PCMTD2	-0.0328830979210373	200	AFA
ENSG00000185379.16	RAD51D	-0.032861484661687	300	AFA
ENSG00000062582.9	MRPS24	-0.0328427748856093	350	AFA
ENSG00000165804.11	ZNF219	-0.0328107647802017	500	AFA
ENSG00000115523.12	GNLY	-0.0327922835647184	150	AFA
ENSG00000155093.13	PTPRN2	-0.0327887410554358	350	AFA
ENSG00000070886.6	EPHA8	-0.0327808088244083	350	AFA
ENSG00000077238.9	IL4R	-0.0327803664512663	200	AFA
ENSG00000162623.10	TYW3	-0.0327417512241591	500	AFA
ENSG00000133318.9	RTN3	-0.0327250782423199	300	AFA
ENSG00000108829.9	LRRC59	-0.032723844938811	500	AFA
ENSG00000159189.7	C1QC	-0.0327224110801659	150	AFA
ENSG00000074071.9	MRPS34	-0.0326668047490837	400	AFA
ENSG00000139880.15	CDH24	-0.0326476328526583	350	AFA
ENSG00000146192.10	FGD2	-0.0325842303772264	400	AFA
ENSG00000111670.10	GNPTAB	-0.0325563586574231	250	AFA
ENSG00000116260.12	QSOX1	-0.0325552656144607	150	AFA
ENSG00000131100.8	ATP6V1E1	-0.0325424837647421	50	AFA
ENSG00000244115.1	DNAJC25-GNG10	-0.0325362957741429	250	AFA
ENSG00000135108.10	FBXO21	-0.0325234745912441	450	AFA
ENSG00000087448.5	KLHL42	-0.0325222347940514	450	AFA
ENSG00000155016.13	CYP2U1	-0.0325195866417169	250	AFA
ENSG00000054148.13	PHPT1	-0.0325098162100385	500	AFA
ENSG00000121964.9	GTDC1	-0.0325032552427086	300	AFA
ENSG00000182175.9	RGMA	-0.0324834798468794	300	AFA
ENSG00000141504.7	SAT2	-0.0324584381167251	350	AFA
ENSG00000077585.9	GPR137B	-0.0324361188362766	150	AFA
ENSG00000135452.5	TSPAN31	-0.0324312491746533	200	AFA
ENSG00000164442.8	CITED2	-0.0323995599334502	150	AFA
ENSG00000129932.3	DOHH	-0.032384754691441	450	AFA
ENSG00000101109.7	STK4	-0.032379071643012	500	AFA
ENSG00000139746.11	RBM26	-0.0323738655031147	100	AFA
ENSG00000174652.13	ZNF266	-0.0323657114292781	500	AFA
ENSG00000133997.7	MED6	-0.0323649205442217	350	AFA
ENSG00000149557.8	FEZ1	-0.0322928257265048	200	AFA
ENSG00000147437.5	GNRH1	-0.0322549861458316	100	AFA
ENSG00000188026.7	RILPL1	-0.0322464887205033	500	AFA
ENSG00000186352.4	ANKRD37	-0.0322428200219987	150	AFA
ENSG00000126351.8	THRA	-0.0322100619991814	500	AFA
ENSG00000122550.12	KLHL7	-0.032206690695018	200	AFA
ENSG00000173041.7	ZNF680	-0.032200611866825	500	AFA
ENSG00000105281.8	SLC1A5	-0.0321943833522586	500	AFA
ENSG00000028310.13	BRD9	-0.0321783882161706	150	AFA
ENSG00000102974.10	CTCF	-0.0321754532937865	50	AFA
ENSG00000105856.9	HBP1	-0.032167684472326	250	AFA
ENSG00000125534.5	PPDPF	-0.0321668224855117	200	AFA
ENSG00000170684.4	ZNF296	-0.0321612342223839	200	AFA
ENSG00000025293.11	PHF20	-0.0321588816361144	250	AFA
ENSG00000100104.7	SRRD	-0.0321528557009098	500	AFA
ENSG00000171823.6	FBXL14	-0.0321487820333513	200	AFA
ENSG00000172794.15	RAB37	-0.0321482924212344	50	AFA
ENSG00000139675.10	HNRNPA1L2	-0.0321081014391512	450	AFA
ENSG00000183317.12	EPHA10	-0.0320956939845251	50	AFA
ENSG00000107164.15	FUBP3	-0.0320829139887476	500	AFA
ENSG00000184787.14	UBE2G2	-0.0320687156153799	300	AFA
ENSG00000114423.14	CBLB	-0.0320402887144077	500	AFA
ENSG00000185963.9	BICD2	-0.0320305033513238	300	AFA
ENSG00000123159.11	GIPC1	-0.0320166614418582	50	AFA
ENSG00000005801.12	ZNF195	-0.0319670790750781	200	AFA
ENSG00000148308.13	GTF3C5	-0.0319408720136941	50	AFA
ENSG00000168237.13	GLYCTK	-0.0319311977515424	350	AFA
ENSG00000138642.10	HERC6	-0.0318990967265042	500	AFA
ENSG00000160712.8	IL6R	-0.0318990144978314	500	AFA
ENSG00000145715.10	RASA1	-0.031887877190113	500	AFA
ENSG00000102699.5	PARP4	-0.0318726288416908	150	AFA
ENSG00000151150.15	ANK3	-0.0318559211615039	100	AFA
ENSG00000205060.6	SLC35B4	-0.0318391976733752	500	AFA
ENSG00000149485.12	FADS1	-0.0318374688323752	300	AFA
ENSG00000170917.8	NUDT6	-0.0318284078383819	200	AFA
ENSG00000028137.12	TNFRSF1B	-0.0318259032204271	450	AFA
ENSG00000138663.4	COPS4	-0.0318210077328098	400	AFA
ENSG00000133612.14	AGAP3	-0.0317950607140135	450	AFA
ENSG00000139116.13	KIF21A	-0.0317770801198357	200	AFA
ENSG00000167202.7	TBC1D2B	-0.031774483779502	450	AFA
ENSG00000170190.11	SLC16A5	-0.0317392585998782	500	AFA
ENSG00000171530.9	TBCA	-0.0317346329242351	400	AFA
ENSG00000223501.4	VPS52	-0.0317341043756624	450	AFA
ENSG00000250510.3	GPR162	-0.0317252167311791	100	AFA
ENSG00000111424.6	VDR	-0.0317065633589095	300	AFA
ENSG00000105443.9	CYTH2	-0.0317049816840124	150	AFA
ENSG00000186666.4	BCDIN3D	-0.0316835900261542	300	AFA
ENSG00000139517.6	LNX2	-0.0316632118031646	200	AFA
ENSG00000154102.6	C16orf74	-0.0316624454629649	500	AFA
ENSG00000176087.10	SLC35A4	-0.0316358583645836	300	AFA
ENSG00000138468.11	SENP7	-0.0315965036692869	250	AFA
ENSG00000148229.8	POLE3	-0.0315801266920646	500	AFA
ENSG00000162851.6	TFB2M	-0.0315611921933216	200	AFA
ENSG00000106125.14	FAM188B	-0.0315200385250853	500	AFA
ENSG00000174720.11	LARP7	-0.0315105354945924	350	AFA
ENSG00000124226.7	RNF114	-0.0314948032355847	500	AFA
ENSG00000162664.11	ZNF326	-0.0314869755537773	500	AFA
ENSG00000153879.3	CEBPG	-0.0314854504351539	100	AFA
ENSG00000171517.5	LPAR3	-0.0314722732162472	450	AFA
ENSG00000198331.6	HYLS1	-0.0314716708325541	150	AFA
ENSG00000010295.15	IFFO1	-0.0314491930698804	350	AFA
ENSG00000163794.6	UCN	-0.0314415254799114	150	AFA
ENSG00000186625.9	KATNA1	-0.0314353170395833	100	AFA
ENSG00000151413.12	NUBPL	-0.0314318596177649	50	AFA
ENSG00000076513.12	ANKRD13A	-0.0314252165437495	450	AFA
ENSG00000163481.3	RNF25	-0.0313991946542154	250	AFA
ENSG00000163221.7	S100A12	-0.0313203233716431	300	AFA
ENSG00000100626.12	GALNT16	-0.0313150700264595	50	AFA
ENSG00000143178.8	TBX19	-0.0313132004409028	100	AFA
ENSG00000177688.5	SUMO4	-0.0313099060221706	450	AFA
ENSG00000204611.2	ZNF616	-0.0313026968969407	150	AFA
ENSG00000172331.7	BPGM	-0.031298396002502	500	AFA
ENSG00000204217.8	BMPR2	-0.0312948185992625	450	AFA
ENSG00000123353.5	ORMDL2	-0.0312626152964322	500	AFA
ENSG00000189409.8	MMP23B	-0.0312502789795883	450	AFA
ENSG00000168807.12	SNTB2	-0.0312446440291858	150	AFA
ENSG00000114861.14	FOXP1	-0.0312343773470864	250	AFA
ENSG00000088448.10	ANKRD10	-0.0312273833254614	350	AFA
ENSG00000137501.12	SYTL2	-0.0312114753084001	500	AFA
ENSG00000128322.6	IGLL1	-0.0312023948313976	100	AFA
ENSG00000136444.5	RSAD1	-0.0311982718698569	150	AFA
ENSG00000102189.12	EEA1	-0.0311955719208733	500	AFA
ENSG00000132694.14	ARHGEF11	-0.0311811235790584	50	AFA
ENSG00000176692.4	FOXC2	-0.0311800095146664	500	AFA
ENSG00000156976.10	EIF4A2	-0.0311645756123164	100	AFA
ENSG00000244462.3	RBM12	-0.0311515506106489	100	AFA
ENSG00000144119.3	C1QL2	-0.0311269729397019	200	AFA
ENSG00000122694.11	GLIPR2	-0.0311214960393104	300	AFA
ENSG00000135486.13	HNRNPA1	-0.0311171277692521	250	AFA
ENSG00000204524.5	ZNF805	-0.0311142202764312	350	AFA
ENSG00000005483.15	KMT2E	-0.0311085618329537	200	AFA
ENSG00000105700.6	KXD1	-0.0311015874440032	250	AFA
ENSG00000079785.10	DDX1	-0.031095732979998	500	AFA
ENSG00000164970.10	FAM219A	-0.0310807457209609	450	AFA
ENSG00000196361.5	ELAVL3	-0.0310364375504068	450	AFA
ENSG00000110324.5	IL10RA	-0.0309600564464619	350	AFA
ENSG00000130758.3	MAP3K10	-0.0309163644594869	400	AFA
ENSG00000081237.14	PTPRC	-0.0309076814499373	500	AFA
ENSG00000143641.8	GALNT2	-0.0309038164255684	350	AFA
ENSG00000101138.7	CSTF1	-0.0309033580890638	500	AFA
ENSG00000197226.8	TBC1D9B	-0.0308696872858941	350	AFA
ENSG00000181026.13	AEN	-0.0308623474742069	450	AFA
ENSG00000197157.6	SND1	-0.0308611972531335	150	AFA
ENSG00000123106.6	CCDC91	-0.0308525527232468	500	AFA
ENSG00000163681.10	SLMAP	-0.0308423464732478	300	AFA
